name,link,full_path,dob,taken
Djatu Parmawati,https://id.wikipedia.org/wiki/Djatu_Parmawati,,,
Donita,https://id.wikipedia.org/wiki/Donita,,Feb 14 1989,
Dorce Gamalama,https://id.wikipedia.org/wiki/Dorce_Gamalama,,Jul 21 1963,
Drimi,https://id.wikipedia.org/wiki/Drimi,,Feb 26 1988,
Eka Deli,https://id.wikipedia.org/wiki/Eka_Deli,./foto/Pergelaran-multimedia-tembang-harmoni.jpg,Mar 21 1976,2012:09:11
Elly Kasim,https://id.wikipedia.org/wiki/Elly_Kasim,,Sep 27 1944,
Elly Sunarya,https://id.wikipedia.org/wiki/Elly_Sunarya,,,
Ellya Khadam,https://id.wikipedia.org/wiki/Ellya_Khadam,./foto/Ellya_Khadam.jpg,Oct 23 1928,
Elvy Sukaesih,https://id.wikipedia.org/wiki/Elvy_Sukaesih,./foto/Elvy_sukaesih.jpg,Jun 25 1951,
Emilia Contessa,https://id.wikipedia.org/wiki/Emilia_Contessa,,,
Emily,https://id.wikipedia.org/wiki/Emily_(penyanyi),,,
Emmy Labib,https://id.wikipedia.org/wiki/Emmy_Labib,./foto/Emmy_Labib_dalam_pembuatan_video_klip_5_Menit_Putus.JPG,Apr 23 1980,
Endang S. Taurina,https://id.wikipedia.org/wiki/Endang_S._Taurina,,May 20 1964,
Enno Lerian,https://id.wikipedia.org/wiki/Enno_Lerian,,Oct 8 1983,
Enny Haryono,https://id.wikipedia.org/wiki/Enny_Haryono,,Nov 10 1954,
Eren,https://id.wikipedia.org/wiki/Eren,,Sep 27 1984,
Erie Suzan,https://id.wikipedia.org/wiki/Erie_Suzan,,Dec 30 1978,
Ermy Kullit,https://id.wikipedia.org/wiki/Ermy_Kullit,,May 13 1955,
Ernie Djohan,https://id.wikipedia.org/wiki/Ernie_Djohan,./foto/Ernie_Djohan.jpg,Apr 6 1951,
Ervinna,https://id.wikipedia.org/wiki/Ervinna,./foto/Ervinna.JPG,May 4 1956,
Etrie Jayanthie,https://id.wikipedia.org/wiki/Etrie_Jayanthie,,,
Euis Darliah,https://id.wikipedia.org/wiki/Euis_Darliah,,Apr 5 1957,
Eva Celia,https://id.wikipedia.org/wiki/Eva_Celia,,Sep 21 1992,
Evie Tamala,https://id.wikipedia.org/wiki/Evie_Tamala,,Jun 23 1969,
Fatin,https://id.wikipedia.org/wiki/Fatin_Shidqia,,Jul 30 1996,
Feby Febiola,https://id.wikipedia.org/wiki/Feby_Febiola,,May 24 1978,
Fenny Bauty,https://id.wikipedia.org/wiki/Fanny_Bauty,,Oct 22 1965,
Fenny Dior,https://id.wikipedia.org/wiki/Fenny_Dior,./foto/FennyDior.jpg,Jun 14 1984,
Fia,https://id.wikipedia.org/wiki/Fia,,Feb 12 1984,
Fitri Carlina,https://id.wikipedia.org/wiki/Fitri_Carlina,,May 29 1987,
Frau,https://id.wikipedia.org/wiki/Frau,,May 2 1990,
Fryda,https://id.wikipedia.org/wiki/Fryda,,Dec 17 1971,
Gita Gutawa,https://id.wikipedia.org/wiki/Gita_Gutawa,./foto/Gita_Gutawa_in_concert_15.jpg,Aug 11 1993,2008:11:26
Gita KDI,https://id.wikipedia.org/wiki/Gita_KDI,,Oct 10 1985,
Grace Simon,https://id.wikipedia.org/wiki/Grace_Simon,,Apr 5 1953,
Gretha,https://id.wikipedia.org/wiki/Gretha_Martini,,Mar 7 1991,
Gya,https://id.wikipedia.org/wiki/Gya_Anandini,,,
Hanin Dhiya,https://id.wikipedia.org/wiki/Hanin_Dhiya,,Feb 21 2001,
Heidy Diana,https://id.wikipedia.org/wiki/Heidy_Diana,./foto/Heidy_Diana.jpg,Jul 9 1965,
Helen Sparingga,https://id.wikipedia.org/wiki/Helen_Sparingga,,Nov 25 1953,
Helena,https://id.wikipedia.org/wiki/Helena_(penyanyi),,Sep 5 1984,
Henny Purwonegoro,https://id.wikipedia.org/wiki/Henny_Purwonegoro,,Nov 10 1947,
Herlin Widhaswara,https://id.wikipedia.org/wiki/Herlin_Widhaswara,,May 8 1963,
Herlina Effendy,https://id.wikipedia.org/wiki/Herlina_Effendy,,,
Hetty Koes Endang,https://id.wikipedia.org/wiki/Hetty_Koes_Endang,,Aug 6 1957,
Ida Laila,https://id.wikipedia.org/wiki/Ida_Laila,,Nov 27 1943,
Ida Royani,https://id.wikipedia.org/wiki/Ida_Royani,,,
Ida Widawati,https://id.wikipedia.org/wiki/Ida_Widawati,,,
Idjah Hadijah,https://id.wikipedia.org/wiki/Idjah_Hadijah,,,
Iga Mawarni,https://id.wikipedia.org/wiki/Iga_Mawarni,,Jul 24 1973,
Iin Parlina,https://id.wikipedia.org/wiki/Iin_Parlina,,,
Iis Dahlia,https://id.wikipedia.org/wiki/Iis_Dahlia,,May 29 1972,
Iis Sugianto,https://id.wikipedia.org/wiki/Iis_Sugianto,,Nov 17 1961,
Iis Sugiarti,https://id.wikipedia.org/wiki/Iis_Sugiarti,,,
Ika Putri,https://id.wikipedia.org/wiki/Ika_Putri,,Mar 15 1986,
Ika Ratih Poespa,https://id.wikipedia.org/wiki/Ika_Ratih_Poespa,,May 12 1964,
Ikke Nurjanah,https://id.wikipedia.org/wiki/Ikke_Nurjanah,,May 18 1974,
Ikko,https://id.wikipedia.org/wiki/Ikko,,,
Imaniar,https://id.wikipedia.org/wiki/Imaniar,,Oct 15 1965,
Indah Dewi Pertiwi,https://id.wikipedia.org/wiki/Indah_Dewi_Pertiwi,,,
Ine Sinthya,https://id.wikipedia.org/wiki/Ine_Sinthya,,Aug 15 1971,
Inka Christie,https://id.wikipedia.org/wiki/Inka_Christie,,,
Inna Kamarie,https://id.wikipedia.org/wiki/Inna_Kamarie,,Aug 18 1986,
Intan,https://id.wikipedia.org/wiki/Intan_Nuraini,,Mar 23 1985,
Intan RJ,https://id.wikipedia.org/wiki/Intan_RJ,,Dec 22 1984,
Inul Daratista,https://id.wikipedia.org/wiki/Inul_Daratista,,,
Ira Maya Sopha,https://id.wikipedia.org/wiki/Ira_Maya_Sopha,,Mar 21 1968,
Ira Swara,https://id.wikipedia.org/wiki/Ira_Swara,,Jun 16 1980,
Irianti Erningpraja,https://id.wikipedia.org/wiki/Irianti_Erningpraja,./foto/Irianti-10.jpg,Nov 18 1965,
Irma June,https://id.wikipedia.org/wiki/Irma_June,,,
Ismi Azis,https://id.wikipedia.org/wiki/Ismi_Azis,,Nov 27 1965,
Isyana Sarasvati,https://id.wikipedia.org/wiki/Isyana_Sarasvati,,May 2 1993,
Ita Purnamasari,https://id.wikipedia.org/wiki/Ita_Purnamasari,,Jul 15 1967,
Itje Trisnawati,https://id.wikipedia.org/wiki/Itje_Trisnawati,,Mar 27 1963,
Iyeth Bustami,https://id.wikipedia.org/wiki/Iyeth_Bustami,,Aug 24 1974,
Iyut Bing Slamet,https://id.wikipedia.org/wiki/Iyut_Bing_Slamet,,Jul 11 1968,
Jane Sahilatua,https://id.wikipedia.org/wiki/Jane_Sahilatua,,,
January Christy,https://id.wikipedia.org/wiki/January_Christy,,,
Jayanthi Mandasari,https://id.wikipedia.org/wiki/Jayanthie_Mandasari,,,
Jean Pattikawa,https://id.wikipedia.org/wiki/Jean_Pattikawa,,Jun 30 1970,
Jean Retno Aryani,https://id.wikipedia.org/wiki/Jean_Retno_Aryani,,,
Jemima,https://id.wikipedia.org/wiki/Jemima,,,
Joan Tanamal,https://id.wikipedia.org/wiki/Yoan_Tanamal,,,
Joy Tobing,https://id.wikipedia.org/wiki/Joy_Tobing,,,
Juwita,https://id.wikipedia.org/wiki/Juwita_Thofany_Sanjaya,,,
Kamaya,https://id.wikipedia.org/wiki/Kamaya,,Aug 30 1983,
Karmila Warouw,https://id.wikipedia.org/wiki/Karmila_Warouw,,,
Kemala Ayu,https://id.wikipedia.org/wiki/Kemala_Ayu,,,
Kiki Maria,https://id.wikipedia.org/wiki/Kiki_Maria,,Sep 10 1962,
Kirey,https://id.wikipedia.org/wiki/Kirey,,Oct 16 1976,
Krisdayanti,https://id.wikipedia.org/wiki/Krisdayanti,./foto/Krisdayanti_2004_1.jpg,Mar 24 1975,2004:06:26
Kristina,https://id.wikipedia.org/wiki/Kristina,,May 8 1976,
Lady Avisha,https://id.wikipedia.org/wiki/Lady_Avisha,,Feb 1 1970,
Lala Karmela,https://id.wikipedia.org/wiki/Lala_Karmela,./foto/LalaKarmelaStage.jpg,Apr 2 1985,2016:12:17
Lala Suwages,https://id.wikipedia.org/wiki/Lala_Suwages,,Nov 15 1980,
Lana Nitibaskara,https://id.wikipedia.org/wiki/Lana_Nitibaskara,,,
Lea Simanjuntak,https://id.wikipedia.org/wiki/Lea_Simanjuntak,,Jul 7 1979,
Leeya,https://id.wikipedia.org/wiki/Leeya,,,
Leony VH,https://id.wikipedia.org/wiki/Leony,,Sep 20 1987,
Lia Nathalia,https://id.wikipedia.org/wiki/Lia_Nathalia,,,
Lilis Karlina,https://id.wikipedia.org/wiki/Lilis_Karlina,,Oct 5 1974,
Lilis Suryani,https://id.wikipedia.org/wiki/Lilis_Suryani,./foto/Lilis_Suryani%2C_Bintang_Rekaman_jang_Tjemerlang%2C_1963_%28portrait_1%29.jpg,Aug 22 1948,
Lisa A. Riyanto,https://id.wikipedia.org/wiki/Lisa_A._Riyanto,,Sep 6 1975,
Lita Zein,https://id.wikipedia.org/wiki/Lita_Zein,,,
Liza Natalia,https://id.wikipedia.org/wiki/Liza_Natalia,,Feb 18 1976,
Luanada,https://id.wikipedia.org/wiki/Luanada,,Jun 24 1996,
Lucky Resha,https://id.wikipedia.org/wiki/Lucky_Resha,./foto/LuckyResha_RememberingFaridHardja.jpg,Apr 24 1970,
Luluk Purwanto,https://id.wikipedia.org/wiki/Luluk_Purwanto,,Jun 25 1959,
Lusy Rahmawaty,https://id.wikipedia.org/wiki/Lusi_Rachmawati,,,
Lydia Natalia,https://id.wikipedia.org/wiki/Lydia_Natalia,./foto/Lydia_Natalia.jpg,Feb 16 1969,
Lydia Nursaid,https://id.wikipedia.org/wiki/Lydia_Nursaid,,,
Machicha Mochtar,https://id.wikipedia.org/wiki/Machica_Mochtar,,Mar 20 1970,
Maera,https://id.wikipedia.org/wiki/Maera,,Apr 4 1973,
Maharani Kahar,https://id.wikipedia.org/wiki/Maharani_Kahar,,Apr 13 1958,
Maissy,https://id.wikipedia.org/wiki/Maissy,,Mar 23 1990,
Malyda,https://id.wikipedia.org/wiki/Malyda,./foto/Malyda_2008_1.jpg,Jul 9 1963,2008:06:08
Margareth,https://id.wikipedia.org/wiki/Margareth,,,
Margie Segers,https://id.wikipedia.org/wiki/Margie_Segers,./foto/The_lady_of_jazz_margie.jpg,Aug 16 1950,
Maria Shandi,https://id.wikipedia.org/wiki/Maria_Shandi,,,
Marini,https://id.wikipedia.org/wiki/Marini,./foto/Marini_Soerjosoemarno.jpg,Nov 2 1947,
Marshanda,https://id.wikipedia.org/wiki/Marshanda,,Aug 10 1989,
Maudy Ayunda,https://id.wikipedia.org/wiki/Maudy_Ayunda,,Dec 19 1994,
Maya Rumantir,https://id.wikipedia.org/wiki/Maya_Rumantir,./foto/Maya_rumantir.jpg,Apr 2 1964,
Mayada,https://id.wikipedia.org/wiki/Mayada,./foto/Umi_Mayada_Limbong.jpg,Oct 20 1990,2018:05:28
Mayangsari,https://id.wikipedia.org/wiki/Mayangsari,,Aug 23 1971,
Maylaffayza,https://id.wikipedia.org/wiki/Maylaffayza,./foto/Maylaffayza.jpg,Jul 10 1976,2006:05:18
Meda,https://id.wikipedia.org/wiki/Meda_Kawu,,Apr 8 1978,
Mel Shandy,https://id.wikipedia.org/wiki/Mel_Shandy,,Sep 26 1971,
Mela Austen,https://id.wikipedia.org/wiki/Mela_Austen,,Jun 8 1988,
Melanie,https://id.wikipedia.org/wiki/Melanie_Subono,,Oct 20 1976,
Melinda,https://id.wikipedia.org/wiki/Melinda,,,
Melly Goeslaw,https://id.wikipedia.org/wiki/Melly_Goeslaw,,,
Melly Manuhutu,https://id.wikipedia.org/wiki/Melly_Manuhutu,,Jul 5 1975,
Memes,https://id.wikipedia.org/wiki/Memes,,May 6 1965,
Meriam Bellina,https://id.wikipedia.org/wiki/Meriam_Bellina,,Apr 10 1965,
Merry Andani,https://id.wikipedia.org/wiki/Merry_Andani,,Nov 1 1969,
Mikha Tambayong,https://id.wikipedia.org/wiki/Mikha_Tambayong,,Sep 15 1994,
Mila Rosa,https://id.wikipedia.org/wiki/Mila_Rosa,,Mar 16 1973,
Misye Arsita,https://id.wikipedia.org/wiki/Misye_Arsita,,,
Monita Tahalea,https://id.wikipedia.org/wiki/Monita_Tahalea,,Jul 21 1987,
Moza,https://id.wikipedia.org/wiki/Moza_Simanjuntak,,May 8 1979,
Mulan Jameela,https://id.wikipedia.org/wiki/Mulan_Jameela,,Aug 23 1979,
Mutya Lorenza,https://id.wikipedia.org/wiki/Mutya_Lorenza,./foto/Mutya_lorenza.jpg,Apr 27 1986,
Mytha Lestari,https://id.wikipedia.org/wiki/Mytha_Lestari,,Jun 29 1991,
Nadia Vega,https://id.wikipedia.org/wiki/Nadia_Vega,,Dec 12 1987,
Nadila,https://id.wikipedia.org/wiki/Nadila,,Dec 28 1978,
Nadya Fatira,https://id.wikipedia.org/wiki/Nadya_Fatira,,,
Nafa Urbach,https://id.wikipedia.org/wiki/Nafa_Urbach,,Jun 15 1980,
Nana Lee,https://id.wikipedia.org/wiki/Nana_Lee,,,
Nani Sugianto,https://id.wikipedia.org/wiki/Nani_Sugianto,,Nov 26 1965,
Natasha Chairani,https://id.wikipedia.org/wiki/Natasha_Chairani,,,
Naura,https://id.wikipedia.org/wiki/Adyla_Rafa_Naura_Ayu,,,
Nella Kharisma,https://id.wikipedia.org/wiki/Nella_Kharisma,,Nov 04 1994,
Nella Regar,https://id.wikipedia.org/wiki/Nella_Regar,,,
Nenny Triana,https://id.wikipedia.org/wiki/Nenny_Triana,,May 23 1955,
Neno,https://id.wikipedia.org/wiki/Neno_Warisman,,Jun 21 1964,
Neonomora,https://id.wikipedia.org/wiki/Neonomora,./foto/Neonomora.jpg,May 16 1988,2014:09:07
Netta Puspita,https://id.wikipedia.org/wiki/Netta_Puspita,,Feb 26 1976,
Nia Daniaty,https://id.wikipedia.org/wiki/Nia_Daniaty,,Apr 17 1964,
Nia Paramitha,https://id.wikipedia.org/wiki/Nia_Paramitha,,Jul 17 1978,
Nia Zulkarnaen,https://id.wikipedia.org/wiki/Nia_Zulkarnaen,,Jun 19 1970,
Nicky Astria,https://id.wikipedia.org/wiki/Nicky_Astria,,Oct 18 1967,
Nike Ardilla,https://id.wikipedia.org/wiki/Nike_Ardilla,./foto/Nike_Ardilla.jpg,Dec 27 1975,
Nikita,https://id.wikipedia.org/wiki/Natashia_Nikita,,,
Nikita Willy,https://id.wikipedia.org/wiki/Nikita_Willy,,Jun 29 1994,
Nina Tamam,https://id.wikipedia.org/wiki/Nina_Tamam,,Mar 29 1975,
Nindy,https://id.wikipedia.org/wiki/Nindy,,,
Nindy Ellesse,https://id.wikipedia.org/wiki/Nindy_Ellesse,,,
Nini Carlina,https://id.wikipedia.org/wiki/Nini_Carlina,,Jul 12 1976,
Nining Meida,https://id.wikipedia.org/wiki/Nining_Meida,,Jun 6 1966,
Nira Diana,https://id.wikipedia.org/wiki/Nira_Diana,,,
Nita Thalia,https://id.wikipedia.org/wiki/Nita_Thalia,,Oct 10 1982,
Nita Tilana,https://id.wikipedia.org/wiki/Nita_Tilana,,Oct 8 1967,
Nola Tilaar,https://id.wikipedia.org/wiki/Nola_Tilaar,./foto/Nola_Tilaar.jpg,Sep 27 1959,
Norma Sanger,https://id.wikipedia.org/wiki/Norma_Sanger,,,
Nourma Yunita,https://id.wikipedia.org/wiki/Nourma_Yunita,,Jun 06 1965,
Novia Kolopaking,https://id.wikipedia.org/wiki/Novia_Kolopaking,,Nov 9 1972,
Novita Dewi,https://id.wikipedia.org/wiki/Novita_Dewi,,Nov 15 1978,
Nowela,https://id.wikipedia.org/wiki/Nowela_Elizabeth_Auparay,,,
Nuke,https://id.wikipedia.org/wiki/Nuke,,,
Nunung Wardiman,https://id.wikipedia.org/wiki/Nunung_Wardiman,,Jul 1 1960,
Nur Afni Octavia,https://id.wikipedia.org/wiki/Nur_Afni_Octavia,,Oct 27 1958,
Nyi Tjondrolukito,https://id.wikipedia.org/wiki/Nyi_Tjondrolukito,,,
Olive,https://id.wikipedia.org/wiki/Olive_Latuputty,./foto/Olive_Latuputty.jpg,Feb 15 1981,2011:06:20
Oppie Andaresta,https://id.wikipedia.org/wiki/Oppie_Andaresta,,,
Paquita,https://id.wikipedia.org/wiki/Paquita_Widjaya,,Jul 2 1970,
Paramitha Rusady,https://id.wikipedia.org/wiki/Paramitha_Rusady,,Aug 11 1966,
Peppi Kamadhatu,https://id.wikipedia.org/wiki/Peppi_Kamadhatu,,Aug 10 1976,
Pinkan Mambo,https://id.wikipedia.org/wiki/Pinkan_Mambo,,Nov 11 1980,
Poppy Mercury,https://id.wikipedia.org/wiki/Poppy_Mercury,./foto/Poppy_mercury_album_ke_4.jpg,Nov 15 1972,
Prilly Latuconsina,https://id.wikipedia.org/wiki/Prilly_Latuconsina,,Oct 15 1996,
Prilly Priscilla,https://id.wikipedia.org/wiki/Prilly_Priscilla,,May 11 1971,
Prisa,https://id.wikipedia.org/wiki/Prisa,,,
Puput Melati,https://id.wikipedia.org/wiki/Puput_Melati,,May 13 1983,
Puput Novel,https://id.wikipedia.org/wiki/Puput_Novel,./foto/Puput_Novel31.JPG,Aug 31 1974,2014:07:18
Puti Chitara,https://id.wikipedia.org/wiki/Puti_Chitara,,,
Radhini,https://id.wikipedia.org/wiki/Radhini,,,
Rafika Duri,https://id.wikipedia.org/wiki/Rafika_Duri,,,
Raisa,https://id.wikipedia.org/wiki/Raisa_Andriana,./foto/Raisa.png,Jun 6 1990,
Rani,https://id.wikipedia.org/wiki/Meliana_Pancarani,,,
Ratih Purwasih,https://id.wikipedia.org/wiki/Ratih_Purwasih,,Apr 1 1966,
Ratna Listy,https://id.wikipedia.org/wiki/Ratna_Listy,,Aug 2 1973,
Ratu Sikumbang,https://id.wikipedia.org/wiki/Ratu_Sikumbang,,Apr 2 1994,
Rebecca,https://id.wikipedia.org/wiki/Rebecca,,,
Regina,https://id.wikipedia.org/wiki/Regina_Ivanova,,,
Renny Djayoesman,https://id.wikipedia.org/wiki/Renny_Djayoesman,,,
Reza,https://id.wikipedia.org/wiki/Reza_Artamevia,,May 29 1973,
Ria Amelia,https://id.wikipedia.org/wiki/Ria_Amelia,,May 17 1983,
Ria Angelina,https://id.wikipedia.org/wiki/Ria_Angelina,,,
Ria Irawan,https://id.wikipedia.org/wiki/Ria_Irawan,,Jul 24 1969,
Ria Resty Fauzy,https://id.wikipedia.org/wiki/Ria_Resty_Fauzy,,,
Riani Sovana,https://id.wikipedia.org/wiki/Riani_Sovana,,,
Rida,https://id.wikipedia.org/wiki/Rida_Farida,,,
Rieka Roslan,https://id.wikipedia.org/wiki/Rieka_Roslan,,,
Rien Djamain,https://id.wikipedia.org/wiki/Rien_Djamain,,,
Rinni Wulandari,https://id.wikipedia.org/wiki/Rinni_Wulandari,,Apr 28 1990,
Rita Dinah Kandi,https://id.wikipedia.org/wiki/Rita_Dinah_Kandi,,,
Rita Effendy,https://id.wikipedia.org/wiki/Rita_Effendy,./foto/Rita_Effendy_%28foto_oleh_Wowkeren.com%29.jpg,Apr 26 1969,2005:10:13
Rita Sugiarto,https://id.wikipedia.org/wiki/Rita_Sugiarto,,Sep 19 1960,
Rita Zaharah,https://id.wikipedia.org/wiki/Rita_Zaharah,./foto/Rita_Zahara.jpg,Dec 5 1942,
Ritta Rubby Hartland,https://id.wikipedia.org/wiki/Ritta_Rubby_Hartland,,Apr 13 1960,
Riza Umami,https://id.wikipedia.org/wiki/Riza_Umami,./foto/Rizaumami.jpg,Aug 15 1956,
Rose Pandanwangi,https://id.wikipedia.org/wiki/Rose_Pandanwangi,,,
Rossa,https://id.wikipedia.org/wiki/Rossa,./foto/Rossa_Roslaina.jpg,Oct 9 1978,2017:02:23
Ruth Sahanaya,https://id.wikipedia.org/wiki/Ruth_Sahanaya,,,
Sania,https://id.wikipedia.org/wiki/Sania,./foto/Sania_%28foto_oleh_Wahyu_Setiawan%29.jpg,Dec 29 1975,
Santi Sardi,https://id.wikipedia.org/wiki/Santi_Sardi,./foto/Santi_sardi.jpg,Jun 3 1969,
Sarah Azhari,https://id.wikipedia.org/wiki/Sarah_Azhari,,Jun 16 1978,
Saras Dewi,https://id.wikipedia.org/wiki/Saras_Dewi,./foto/SrsDwi.jpg,Sep 16 1983,
Sari Yok Koeswoyo,https://id.wikipedia.org/wiki/Sari_Yok_Koeswoyo,,Aug 20 1968,
Sarita Fraya,https://id.wikipedia.org/wiki/Sarita_Fraya,./foto/Sarita_Fraya.jpeg,Feb 10 1990,
Saski,https://id.wikipedia.org/wiki/Saskia,,Nov 13 1989,
Shae,https://id.wikipedia.org/wiki/Shae,,Feb 16 1994,
Shakila,https://id.wikipedia.org/wiki/Shakila,,,
Shamila Cahya,https://id.wikipedia.org/wiki/Shamila_Cahya,,Jul 16 1982,
Shanty,https://id.wikipedia.org/wiki/Shanty,./foto/Shanty_%28foto_oleh_Adi_Wahono%29.jpg,Dec 30 1978,
Shazlin,https://id.wikipedia.org/wiki/Shazlin,./foto/Shazlin.jpeg,Jun 21 1994,
Shelomita,https://id.wikipedia.org/wiki/Shelomita,,Nov 24 1974,
Sherina,https://id.wikipedia.org/wiki/Sherina,./foto/SherinaMunaf.jpg,Jun 11 1990,2011:07:29
Sheryl Sheinafia,https://id.wikipedia.org/wiki/Sheryl_Sheinafia,,,
Sherly Malinton,https://id.wikipedia.org/wiki/Sherly_Malinton,,Feb 24 1963,
Sherly O,https://id.wikipedia.org/wiki/Sherly_O,./foto/Sherly_O.jpg,Oct 10 1979,
Sierra,https://id.wikipedia.org/wiki/Sierra,,Jun 26 1984,
Silva R. Kavadia,https://id.wikipedia.org/wiki/Silva_R._Kavadia,,Nov 14 1987,
Silvana Herman,https://id.wikipedia.org/wiki/Silvana_Herman,,,
Sisi,https://id.wikipedia.org/wiki/Sisi,./foto/SisiHapsari.png,Nov 1 1984,
Siti Badriah,https://id.wikipedia.org/wiki/Siti_Badriah,,Nov 11 1991,
Siti KDI,https://id.wikipedia.org/wiki/Siti_KDI,,Sep 15 1981,
Sophia Latjuba,https://id.wikipedia.org/wiki/Sophia_Latjuba,,Aug 8 1970,
Sulis,https://id.wikipedia.org/wiki/Sulis,,,
Sundari Soekotjo,https://id.wikipedia.org/wiki/Sundari_Sukoco,./foto/Sundari_Sukoco.jpg,Apr 14 1965,
Syaharani,https://id.wikipedia.org/wiki/Syaharani,,Jul 27 1971,
Syahrini,https://id.wikipedia.org/wiki/Syahrini,,Aug 1 1982,
Syatatha,https://id.wikipedia.org/wiki/Syatatha,,Aug 28 1994,
Sylvia Saartje,https://id.wikipedia.org/wiki/Sylvia_Saartje,,Sep 15 1956,
Tanty Josepha,https://id.wikipedia.org/wiki/Tanty_Josepha,./foto/Tanty_yosepha.jpg,Mar 22 1950,
Tasya,https://id.wikipedia.org/wiki/Tasya,./foto/Tasya_Kamila.jpg,Nov 22 1992,
Tere,https://id.wikipedia.org/wiki/Tere,,Sep 2 1979,
Terry,https://id.wikipedia.org/wiki/Terryana_Fatiah,,Jun 14 1984,
Tetty Kadi,https://id.wikipedia.org/wiki/Tetty_Kadi,./foto/Tetty_Kadi_in_Grage_Hotel%2C_Cirebon.jpg,Apr 3 1952,
Tetty Manurung,https://id.wikipedia.org/wiki/Tetty_Manurung,,Jun 8 1968,
Tia,https://id.wikipedia.org/wiki/Tia,./foto/Tia_Afi.jpeg,May 7 1982,
Tika,https://id.wikipedia.org/wiki/Tika,,,
Tika Bisono,https://id.wikipedia.org/wiki/Tika_Bisono,,Oct 1 1960,
Tika Ramlan,https://id.wikipedia.org/wiki/Kartika_Yudia_Ramlan,,Apr 5 1986,
Tina Toon,https://id.wikipedia.org/wiki/Tina_Toon,,Aug 20 1993,
Tio Fanta Pinem,https://id.wikipedia.org/wiki/Tio_Fanta_Pinem,,,
Titi DJ,https://id.wikipedia.org/wiki/Titi_DJ,,May 27 1966,
Titiek Puspa,https://id.wikipedia.org/wiki/Titiek_Puspa,./foto/Titiek_Puspa_Varia_cover.jpg,Nov 1 1937,2014:01:05
Titiek Sandhora,https://id.wikipedia.org/wiki/Titiek_Sandhora,,,
Titik Hamzah,https://id.wikipedia.org/wiki/Titik_Hamzah,,,
Trie Utami,https://id.wikipedia.org/wiki/Trie_Utami,,,
Tuti Maryati,https://id.wikipedia.org/wiki/Tuti_Maryati,,Oct 08 1956,
Tuty Subardjo,https://id.wikipedia.org/wiki/Tuty_Subardjo,,,
Tuty Wasiat,https://id.wikipedia.org/wiki/Tuty_Wasiat,,,
Ubiet,https://id.wikipedia.org/wiki/Ubiet,,,
Uci Bing Slamet,https://id.wikipedia.org/wiki/Uci_Bing_Slamet,,Feb 8 1963,
Ucie Nurul,https://id.wikipedia.org/wiki/Ucie_Nurul,,May 23 1973,
Ully Sigar Roesady,https://id.wikipedia.org/wiki/Ully_Sigar_Rusady,,,
Upit Sarimanah,https://id.wikipedia.org/wiki/Upit_Sarimanah,,Apr 16 1928,
Ussy,https://id.wikipedia.org/wiki/Ussy_Sulistiawaty,,Jul 13 1981,
Uut Permatasari,https://id.wikipedia.org/wiki/Uut_Permatasari,,Apr 7 1982,
Vania Larissa,https://id.wikipedia.org/wiki/Vania_Larissa,,,
Vety Vera,https://id.wikipedia.org/wiki/Vety_Vera,,Nov 23 1973,
Via Vallen,https://id.wikipedia.org/wiki/Via_Vallen,./foto/Via_Vallen_Isyana_Sarasvati.jpg,Oct 1 1991,
Vicky Shu,https://id.wikipedia.org/wiki/Vicky_Shu,,Jul 8 1987,
Vienna Fridiana,https://id.wikipedia.org/wiki/Vienna_Fridiana,./foto/Vienna_Fridiana_%40Hitzteria_Indosiar.jpg,Dec 30 1983,
Vina Panduwinata,https://id.wikipedia.org/wiki/Vina_Panduwinata,,Aug 6 1959,
Vivi Sumanti,https://id.wikipedia.org/wiki/Vivi_Sumanti,,Mar 18 1953,
Wafiq Azizah,https://id.wikipedia.org/wiki/Wafiq_Azizah,,,
Wawa Marisa,https://id.wikipedia.org/wiki/Wawa_Marisa,,Nov 16 1985,
Waldjinah,https://id.wikipedia.org/wiki/Waldjinah,./foto/Waldjinah_met_Orkes_Keroncong_Bintang_Surakarta_Tong_Tong_Fair2.jpg,Nov 7 1945,2013:03:03
Widyawati,https://id.wikipedia.org/wiki/Widyawati,,Jul 12 1950,
Wina,https://id.wikipedia.org/wiki/Wina_Juliana,./foto/Wina_Juliana.jpg,Jul 4 1992,
Yacko,https://id.wikipedia.org/wiki/Yacko,,Oct 10 1979,
Yayuk Suseno,https://id.wikipedia.org/wiki/Yayuk_Suseno,,Aug 1 1959,
Yemima Hutapea,https://id.wikipedia.org/wiki/Yemima_Hutapea,,,
Yosie Lucky,https://id.wikipedia.org/wiki/Yosie_Lucky,,Dec 7 1974,
Yuanita Budiman,https://id.wikipedia.org/wiki/Yuanita_Budiman,,Jun 3 1960,
Yohanna Nainggolan,https://id.wikipedia.org/wiki/Yohanna_Nainggolan,,May 7 1984,
Yuni Shara,https://id.wikipedia.org/wiki/Yuni_Shara,./foto/Yuni_Shara_1996.jpg,Jun 3 1972,
Yunika,https://id.wikipedia.org/wiki/Yunika,./foto/Yunika.jpg,Jun 30 1979,
Yura,https://id.wikipedia.org/wiki/Yura,,,
A. Hamid Arief,https://id.wikipedia.org/wiki/A._Hamid_Arief,./foto/A._Hamid_Arief%2C_c._1960.jpg,Nov 15 1924,
